overall_qual,c_total_area,garage_area,c_tot_exter,c_total_bath,year_built,c_tot_bsmt,c_ord_garage_finish,c_ord_fireplace_qu,mas_vnr_area,c_ord_heating_qc,neighborhood_NridgHt,bsmtfin_sf_1,c_total_porch_area,saleprice
5,2096.0,286.0,6,2.0,1956,7,1,0,120.0,3,0.0,586.0,212,135000
4,1872.0,288.0,6,1.0,1969,9,1,0,72.0,3,0.0,252.0,16,111900
5,2214.0,506.0,7,2.0,1962,7,1,0,0.0,3,0.0,504.0,0,140000
4,1588.0,680.0,6,2.0,1959,0,3,4,0.0,3,0.0,0.0,59,134432
10,3784.0,724.0,8,3.0,2006,12,3,4,250.0,5,0.0,1152.0,466,455000
8,3691.0,844.0,7,4.0,1994,8,2,3,391.0,5,0.0,740.0,387,290000
7,2861.0,597.0,7,3.0,1999,11,2,3,0.0,5,0.0,342.0,325,235500
6,2196.0,400.0,6,2.0,1900,7,1,0,0.0,5,0.0,381.0,24,156500
6,2617.0,460.0,6,3.0,2000,8,2,3,0.0,5,0.0,0.0,140,172400
9,3584.0,925.0,8,3.0,2005,12,2,4,430.0,5,1.0,1232.0,253,372397
6,3891.0,614.0,7,4.0,1995,8,3,3,190.0,5,0.0,779.0,296,260000
5,1429.0,0.0,6,1.0,1919,7,0,0,0.0,5,0.0,0.0,0,72000
3,1880.0,0.0,4,2.0,1915,6,0,0,0.0,5,0.0,0.0,246,82375
6,2808.0,583.0,6,3.0,1972,7,2,3,333.0,3,0.0,0.0,104,158000
5,1957.0,240.0,6,2.0,1948,7,1,0,0.0,3,0.0,336.0,0,127000
7,2866.0,528.0,7,3.0,1987,11,2,3,177.0,5,0.0,1433.0,544,270000
8,3628.0,612.0,7,3.0,1983,11,3,4,0.0,5,0.0,1441.0,389,316600
6,2376.0,312.0,6,2.0,1959,9,2,4,84.0,4,0.0,719.0,163,177000
7,4354.0,701.0,7,2.0,1990,9,2,3,234.0,4,0.0,485.0,154,271900
5,1568.0,336.0,6,2.0,1976,9,3,4,0.0,3,0.0,0.0,165,115000
8,3042.0,0.0,7,2.0,1872,6,0,0,0.0,2,0.0,259.0,74,122000
8,3005.0,691.0,7,3.0,1986,8,3,4,0.0,4,0.0,0.0,449,315000
7,2736.0,639.0,7,3.0,2006,10,2,0,0.0,5,0.0,0.0,197,213500
5,1040.0,625.0,6,1.0,1950,0,1,0,0.0,3,0.0,0.0,0,109500
5,1578.0,250.0,6,1.0,1948,7,1,0,0.0,5,0.0,104.0,0,115000
7,2286.0,588.0,7,2.0,2004,8,2,4,0.0,5,0.0,0.0,191,176400
6,2978.0,462.0,6,2.0,1968,7,2,4,0.0,4,0.0,0.0,0,185750
8,2856.0,660.0,7,3.0,1999,9,3,3,320.0,5,0.0,668.0,330,230000
4,1920.0,0.0,6,1.0,1958,7,0,0,0.0,5,0.0,0.0,0,90000
10,11752.0,1418.0,8,5.0,2008,12,3,4,796.0,5,0.0,5644.0,506,160000
5,1536.0,624.0,7,2.0,1970,10,1,0,0.0,5,0.0,619.0,104,129500
6,2248.0,353.0,6,2.0,1956,9,3,3,0.0,5,0.0,914.0,533,153000
6,1836.0,528.0,7,3.0,2009,10,2,0,76.0,5,0.0,294.0,234,173733
6,2200.0,0.0,6,2.0,2006,8,0,0,0.0,5,0.0,0.0,136,146000
6,2338.0,470.0,7,2.0,1949,7,1,4,340.0,3,0.0,300.0,150,172500
6,2600.0,528.0,6,4.0,1977,11,3,3,0.0,3,0.0,1148.0,1424,188000
6,2524.0,460.0,6,3.0,1976,11,2,3,0.0,5,0.0,978.0,298,181500
7,2460.0,550.0,7,4.0,1996,10,2,3,0.0,5,0.0,385.0,219,212000
7,2802.0,482.0,6,3.0,1978,7,2,3,68.0,3,0.0,0.0,505,188900
3,1332.0,0.0,4,2.0,1946,5,0,0,0.0,2,0.0,299.0,52,64500
6,3098.0,522.0,6,4.0,1978,10,3,3,288.0,5,0.0,964.0,440,230000
5,2252.0,576.0,7,2.0,1925,7,1,4,0.0,3,0.0,130.0,143,122000
5,2010.0,319.0,6,1.0,1956,7,1,3,0.0,5,0.0,488.0,288,133500
6,4302.0,520.0,8,2.0,1920,8,1,3,0.0,5,0.0,493.0,1027,256000
5,2025.0,336.0,6,2.0,1976,8,1,3,0.0,3,0.0,318.0,118,129500
8,3956.0,850.0,7,4.0,2003,8,2,4,320.0,5,0.0,1682.0,213,318000
8,3204.0,871.0,7,2.0,2006,8,2,4,383.0,4,1.0,0.0,290,255900
6,2316.0,0.0,6,2.0,2004,8,0,0,0.0,5,0.0,0.0,50,143500
8,3644.0,678.0,7,2.0,2005,9,2,4,240.0,5,1.0,28.0,119,259000
6,4068.0,450.0,7,3.0,1953,9,1,4,184.0,3,0.0,35.0,478,217000
6,2700.0,440.0,6,2.0,1923,8,1,4,0.0,5,0.0,300.0,182,210000
5,2004.0,902.0,6,2.0,1970,7,1,0,76.0,3,0.0,828.0,0,148500
6,2028.0,432.0,6,3.0,2006,8,3,4,0.0,5,0.0,0.0,36,156932
5,3456.0,576.0,6,2.0,1965,7,1,0,0.0,3,0.0,0.0,0,145000
7,2572.0,662.0,7,3.0,2007,10,2,4,0.0,5,0.0,902.0,168,200000
10,4040.0,878.0,8,4.0,2005,12,3,4,400.0,5,1.0,1430.0,428,450000
6,2200.0,440.0,6,3.0,1999,8,1,0,894.0,4,0.0,381.0,24,172500
6,4136.0,624.0,6,3.0,1974,7,2,3,0.0,3,0.0,956.0,281,240000
8,4046.0,610.0,7,3.0,2004,8,2,4,0.0,5,0.0,0.0,373,340000
8,2932.0,610.0,7,2.0,2007,10,3,0,0.0,5,0.0,16.0,118,201000
5,1938.0,440.0,6,2.0,1975,9,1,0,0.0,3,0.0,716.0,0,122000
7,3193.0,663.0,6,3.0,1978,8,3,3,67.0,3,0.0,1328.0,0,213000
6,3371.0,550.0,7,2.0,1967,7,1,0,0.0,3,0.0,1173.0,327,175000
7,2416.0,628.0,7,3.0,2007,8,2,0,108.0,5,0.0,664.0,159,195400
5,2104.0,668.0,6,2.0,1967,7,3,1,172.0,3,0.0,527.0,215,113500
6,2549.0,312.0,6,1.0,1939,7,1,4,0.0,4,0.0,0.0,0,140200
5,1791.0,294.0,6,1.0,1968,7,1,0,90.0,3,0.0,162.0,155,116000
9,3676.0,682.0,8,3.0,2005,11,3,4,382.0,5,0.0,1455.0,386,359900
6,2063.0,317.0,6,2.0,1977,10,1,0,62.0,3,0.0,509.0,442,157500
5,3484.0,303.0,7,2.0,1955,7,3,4,0.0,5,0.0,379.0,618,190000
5,2446.0,440.0,6,1.0,1924,8,1,0,0.0,3,0.0,405.0,0,100000
6,2502.0,461.0,6,2.0,1964,7,2,4,425.0,3,0.0,553.0,116,160000
7,2875.0,577.0,7,3.0,2002,8,2,0,68.0,5,0.0,1259.0,184,203000
8,4263.0,750.0,7,3.0,1990,9,2,5,336.0,5,0.0,482.0,500,302000
6,1846.0,264.0,6,2.0,1980,8,2,3,0.0,3,0.0,543.0,80,143000
8,3480.0,683.0,7,3.0,1998,8,3,3,0.0,5,0.0,281.0,258,267000
4,1224.0,530.0,6,2.0,1964,0,1,0,0.0,3,0.0,0.0,0,103000
6,2574.0,405.0,7,3.0,1998,10,3,0,443.0,5,0.0,1201.0,199,153500
5,3091.0,611.0,6,3.0,1975,11,3,3,0.0,3,0.0,1390.0,0,171000
4,2762.0,288.0,6,2.0,1924,7,1,0,0.0,3,0.0,0.0,56,107000
6,1904.0,288.0,6,2.0,1968,8,1,0,86.0,4,0.0,952.0,0,128500
5,1844.0,308.0,6,2.0,1957,7,1,0,0.0,3,0.0,512.0,34,116000
5,2252.0,484.0,6,3.0,1977,7,2,4,0.0,2,0.0,936.0,336,160000
8,2560.0,506.0,7,2.0,1992,9,2,0,0.0,5,0.0,0.0,226,180000
5,1828.0,368.0,6,1.0,1970,7,2,0,32.0,5,0.0,81.0,120,133000
7,2656.0,784.0,7,4.0,1997,11,3,0,200.0,4,0.0,1243.0,48,215000
6,2265.0,213.0,6,1.0,1942,7,1,4,0.0,2,0.0,547.0,224,177500
8,3058.0,484.0,7,2.0,2006,9,3,4,248.0,4,0.0,28.0,214,215000
5,2534.0,250.0,6,2.0,1938,6,1,4,0.0,3,0.0,273.0,373,150000
7,4895.0,594.0,6,4.0,1990,9,1,3,0.0,4,0.0,1470.0,367,320000
6,3032.0,472.0,6,2.0,1964,7,2,0,180.0,3,0.0,196.0,152,167000
5,1032.0,260.0,6,1.0,1935,0,1,3,0.0,3,0.0,0.0,121,125000
3,2036.0,0.0,6,2.0,1949,5,0,0,0.0,4,0.0,0.0,0,65000
7,2632.0,440.0,7,2.0,2007,10,3,4,0.0,5,0.0,0.0,20,200141
5,2928.0,576.0,6,2.0,1900,7,1,0,0.0,5,0.0,0.0,705,123000
5,2228.0,288.0,5,2.0,1951,7,1,3,41.0,3,0.0,329.0,0,137500
4,1980.0,0.0,6,2.0,1994,8,0,0,0.0,5,0.0,588.0,0,123600
6,2412.0,440.0,6,2.0,1965,7,2,3,101.0,5,0.0,643.0,138,160000
6,2614.0,463.0,6,3.0,2000,8,2,3,0.0,5,0.0,0.0,148,181000
5,1650.0,720.0,7,2.0,1955,7,2,0,0.0,3,0.0,180.0,190,125000
6,2283.0,441.0,6,2.0,1968,7,1,0,0.0,5,0.0,298.0,0,154000
6,2949.0,616.0,8,4.0,1993,9,3,2,0.0,5,0.0,944.0,474,231000
5,2112.0,304.0,6,2.0,1968,7,1,2,0.0,5,0.0,775.0,269,142000
10,4715.0,840.0,8,3.0,1892,8,1,3,0.0,5,0.0,0.0,670,475000
8,3351.0,495.0,7,4.0,2005,12,3,4,473.0,5,0.0,1573.0,329,375000
4,1728.0,0.0,6,1.0,1971,7,0,1,0.0,3,0.0,432.0,0,115000
7,2442.0,400.0,7,3.0,2004,8,2,0,0.0,5,0.0,410.0,113,185000
6,1525.0,216.0,6,2.0,1920,7,1,4,0.0,3,0.0,144.0,84,108500
7,1823.0,480.0,7,3.0,2005,8,2,0,0.0,5,0.0,0.0,166,147400
7,2143.0,506.0,7,4.0,1999,8,1,0,218.0,5,0.0,549.0,34,156000
5,2188.0,400.0,5,2.0,1915,6,1,0,0.0,4,0.0,0.0,117,120000
7,1758.0,400.0,7,3.0,2004,9,3,0,0.0,5,0.0,241.0,0,167000
7,2850.0,437.0,7,2.0,2005,9,3,4,14.0,5,0.0,16.0,176,191000
6,1768.0,390.0,6,3.0,1997,8,3,3,0.0,4,0.0,0.0,0,161500
5,2615.0,310.0,6,1.0,1955,9,2,3,0.0,3,0.0,780.0,360,130000
5,1940.0,624.0,6,2.0,1963,7,1,0,0.0,3,0.0,630.0,216,132500
5,1768.0,912.0,7,1.0,1970,10,1,0,0.0,5,0.0,704.0,143,144000
5,2233.0,579.0,6,3.0,1979,0,3,0,0.0,3,0.0,0.0,0,141000
4,1260.0,728.0,7,1.0,1972,7,1,0,0.0,4,0.0,385.0,352,117000
6,1274.0,0.0,5,2.0,1935,9,0,0,0.0,4,0.0,490.0,53,84500
4,3027.0,529.0,6,2.0,1954,11,3,4,0.0,5,0.0,1116.0,361,256000
5,1850.0,429.0,6,2.0,1965,7,1,0,0.0,5,0.0,338.0,0,117500
5,2036.0,256.0,8,3.0,1940,6,1,3,0.0,5,0.0,428.0,70,160000
5,2615.0,323.0,6,2.0,1956,7,1,4,0.0,4,0.0,386.0,0,187000
8,3702.0,818.0,7,4.0,2003,10,3,4,280.0,5,1.0,938.0,420,350000
5,2688.0,480.0,6,4.0,1974,9,1,0,0.0,3,0.0,0.0,45,133000
8,4882.0,650.0,7,4.0,2007,12,3,5,554.0,5,1.0,1728.0,436,417500
7,2955.0,660.0,7,3.0,2007,8,2,3,130.0,5,0.0,988.0,163,175900
9,3235.0,1138.0,8,3.0,2009,12,3,4,242.0,5,0.0,1021.0,209,323262
7,2674.0,531.0,7,3.0,2003,9,2,0,0.0,5,0.0,699.0,39,185000
6,1632.0,240.0,6,2.0,1934,7,1,2,0.0,5,0.0,574.0,268,129800
7,3082.0,532.0,7,2.0,2005,9,2,4,226.0,5,1.0,1201.0,70,220000
4,2457.0,240.0,6,1.0,1935,7,1,0,0.0,5,0.0,0.0,174,133000
4,2293.0,384.0,6,2.0,1949,7,1,0,0.0,3,0.0,0.0,204,133500
6,4006.0,776.0,6,3.0,1976,7,1,0,0.0,3,0.0,0.0,0,170000
6,2545.0,392.0,6,3.0,1993,8,2,3,0.0,4,0.0,0.0,374,168000
6,2208.0,624.0,6,2.0,1922,6,1,0,0.0,5,0.0,283.0,0,140750
6,3237.0,482.0,6,4.0,1999,8,3,3,0.0,5,0.0,0.0,218,204000
7,2919.0,434.0,7,3.0,2001,8,3,4,180.0,5,0.0,0.0,192,222500
5,1924.0,300.0,6,2.0,1962,9,1,0,0.0,3,0.0,784.0,222,134500
8,2756.0,540.0,7,3.0,2004,10,3,4,0.0,5,0.0,851.0,216,214000
5,1911.0,410.0,6,2.0,1939,9,1,4,0.0,3,0.0,507.0,271,119900
4,2880.0,0.0,6,2.0,1955,7,0,0,270.0,3,0.0,133.0,0,118000
5,2144.0,254.0,6,1.0,1960,7,2,0,45.0,5,0.0,588.0,16,135000
6,2681.0,370.0,6,2.0,1923,7,1,4,0.0,4,0.0,0.0,220,207000
6,2875.0,576.0,6,2.0,1925,7,1,4,0.0,2,0.0,423.0,470,136500
4,1802.0,281.0,6,1.0,1954,7,1,0,0.0,5,0.0,0.0,0,107900
6,2270.0,528.0,6,3.0,1938,7,1,4,0.0,4,0.0,52.0,309,126000
6,2736.0,528.0,6,2.0,1960,11,3,4,112.0,2,0.0,639.0,272,215000
10,4014.0,846.0,8,4.0,2007,11,3,5,272.0,5,1.0,1280.0,330,426000
5,2226.0,264.0,7,1.0,1950,7,1,4,0.0,4,0.0,607.0,200,147000
6,2048.0,440.0,7,1.0,1916,7,1,4,0.0,5,0.0,0.0,180,147500
9,3900.0,706.0,8,3.0,2007,12,3,4,480.0,5,1.0,1375.0,363,383000
7,3717.0,604.0,6,3.0,1988,10,3,3,102.0,4,0.0,929.0,236,241500
6,1940.0,400.0,6,1.0,1914,8,1,0,0.0,5,0.0,0.0,424,147500
8,3668.0,683.0,7,4.0,2005,12,3,4,130.0,5,0.0,16.0,224,355000
5,1568.0,0.0,6,2.0,1924,7,0,0,0.0,4,0.0,784.0,116,109500
2,612.0,308.0,7,1.0,1940,0,1,0,0.0,2,0.0,0.0,25,45000
7,3435.0,349.0,7,2.0,1940,8,1,3,0.0,5,0.0,0.0,374,244400
6,3060.0,418.0,6,2.0,1953,7,3,4,238.0,3,0.0,1285.0,110,167000
7,2589.0,542.0,7,3.0,2002,8,3,0,214.0,5,0.0,0.0,449,200000
5,1709.0,180.0,6,1.0,1936,7,1,0,0.0,4,0.0,0.0,108,80000
5,1728.0,572.0,6,2.0,1955,7,1,0,0.0,3,0.0,167.0,0,115000
6,2392.0,297.0,6,2.0,1956,8,2,4,74.0,4,0.0,616.0,44,139000
6,2072.0,440.0,6,2.0,1978,7,3,3,203.0,3,0.0,209.0,0,149500
4,2265.0,296.0,6,2.0,1940,8,1,4,0.0,3,0.0,0.0,120,108000
4,1294.0,0.0,6,2.0,1900,0,0,0,0.0,3,0.0,0.0,544,106250
7,2480.0,826.0,7,2.0,2006,10,2,0,0.0,5,0.0,0.0,233,194000
5,1976.0,624.0,6,2.0,1962,7,1,0,51.0,5,0.0,36.0,0,129500
5,3120.0,792.0,6,2.0,1968,7,1,0,0.0,3,0.0,0.0,0,126000
5,2446.0,195.0,6,2.0,1950,7,2,0,0.0,3,0.0,1078.0,252,120000
7,2957.0,606.0,7,3.0,2004,10,2,0,109.0,5,0.0,712.0,179,213000
8,2452.0,484.0,7,2.0,1980,11,3,2,0.0,3,0.0,807.0,211,190000
6,2329.0,402.0,6,3.0,1993,8,3,3,112.0,4,0.0,705.0,170,183500
7,2376.0,276.0,6,3.0,1963,9,1,3,364.0,3,0.0,242.0,671,172000
4,1632.0,288.0,6,2.0,1938,8,1,4,0.0,5,0.0,690.0,0,100000
7,3128.0,814.0,7,2.0,2007,8,2,0,212.0,5,0.0,56.0,24,218836
6,2394.0,672.0,6,2.0,1905,6,1,3,0.0,5,0.0,0.0,237,163000
7,3035.0,534.0,7,3.0,2006,10,2,4,0.0,5,0.0,0.0,118,206580
6,2184.0,390.0,7,3.0,2005,8,3,4,0.0,5,0.0,0.0,24,163990
5,1726.0,390.0,6,1.0,1910,5,1,0,0.0,4,0.0,0.0,117,116500
7,2560.0,400.0,7,3.0,2002,8,3,4,0.0,5,0.0,0.0,186,188000
5,2073.0,432.0,6,3.0,1966,9,3,3,87.0,5,0.0,602.0,180,175000
8,2345.0,480.0,7,3.0,1988,11,2,0,0.0,4,0.0,248.0,243,182000
5,1810.0,576.0,8,1.0,1926,7,2,0,0.0,3,0.0,0.0,116,103000
10,5266.0,804.0,8,4.0,2001,12,2,4,705.0,5,0.0,1282.0,454,466500
6,1976.0,297.0,7,3.0,1959,7,1,0,0.0,3,0.0,708.0,156,149500
7,2116.0,319.0,6,2.0,1978,8,1,0,0.0,3,0.0,632.0,140,142500
5,2712.0,352.0,6,1.0,1926,8,1,0,0.0,3,0.0,319.0,64,136500
6,1950.0,484.0,6,3.0,1993,8,1,0,0.0,5,0.0,338.0,48,137000
7,3363.0,528.0,7,3.0,1988,10,2,5,102.0,5,0.0,983.0,189,226500
7,2641.0,506.0,6,3.0,1990,11,1,1,0.0,4,0.0,637.0,192,171500
5,1865.0,576.0,6,1.0,1976,9,1,0,0.0,4,0.0,483.0,0,132500
3,1040.0,400.0,6,2.0,1949,0,1,0,340.0,2,0.0,0.0,0,87500
7,2647.0,546.0,6,4.0,2001,7,3,3,513.0,5,0.0,681.0,0,223000
6,2856.0,462.0,8,3.0,1962,7,2,4,237.0,3,0.0,0.0,36,174000
5,1768.0,270.0,6,2.0,1951,7,3,0,0.0,5,0.0,741.0,195,142000
8,2978.0,776.0,7,2.0,2006,9,2,4,0.0,5,0.0,0.0,140,232600
6,2349.0,484.0,6,3.0,1974,7,2,2,99.0,2,0.0,663.0,265,181000
6,3463.0,576.0,6,4.0,1973,8,3,4,0.0,4,0.0,837.0,748,151400
8,3260.0,866.0,7,2.0,2006,8,2,4,248.0,5,1.0,0.0,44,250000
7,2694.0,496.0,6,3.0,1988,8,1,3,42.0,3,0.0,394.0,450,196500
7,3273.0,576.0,7,2.0,1879,7,1,4,0.0,3,0.0,0.0,298,185000
6,2432.0,336.0,6,2.0,1969,9,1,0,200.0,3,0.0,955.0,0,113000
8,2838.0,567.0,7,3.0,2007,10,2,4,0.0,5,0.0,945.0,140,392000
6,1925.0,0.0,6,4.0,1975,12,0,0,250.0,3,0.0,945.0,0,127500
6,2329.0,440.0,7,3.0,2000,8,1,0,216.0,5,0.0,417.0,32,177000
6,3601.0,744.0,7,3.0,2004,10,2,4,353.0,5,0.0,0.0,320,265000
8,3582.0,1105.0,8,4.0,1998,10,2,3,0.0,5,0.0,901.0,327,312500
10,4012.0,880.0,10,4.0,1893,7,1,4,0.0,4,0.0,0.0,607,325000
8,4028.0,864.0,8,3.0,1980,12,2,4,115.0,4,0.0,1733.0,717,275000
7,3723.0,721.0,7,3.0,1995,8,2,3,290.0,5,0.0,565.0,338,290000
6,2702.0,461.0,7,3.0,1974,10,3,2,250.0,5,0.0,126.0,482,169000
5,1232.0,205.0,6,1.0,1921,7,1,0,0.0,4,0.0,616.0,129,89000
6,2254.0,393.0,6,3.0,1998,8,3,4,0.0,4,0.0,0.0,75,180400
5,1824.0,275.0,6,1.0,1958,7,2,0,1.0,5,0.0,456.0,0,114500
7,3104.0,782.0,7,2.0,2005,10,2,0,196.0,5,0.0,24.0,164,212900
7,2843.0,605.0,7,2.0,2001,8,2,0,0.0,5,0.0,0.0,33,187100
6,2187.0,440.0,6,3.0,1999,8,1,2,1129.0,4,0.0,419.0,32,176000
6,2976.0,552.0,6,3.0,1968,8,2,4,0.0,5,0.0,813.0,216,215000
7,2352.0,520.0,7,3.0,2004,8,2,0,0.0,5,0.0,490.0,45,185900
4,1728.0,660.0,6,1.0,1970,7,1,0,0.0,3,0.0,375.0,96,120500
5,2570.0,372.0,7,3.0,2005,11,3,4,0.0,5,0.0,0.0,140,192140
5,1632.0,264.0,8,2.0,1982,7,1,5,0.0,5,0.0,641.0,0,130500
4,1529.0,240.0,6,2.0,1945,0,1,0,0.0,3,0.0,0.0,277,98000
9,4547.0,1348.0,7,3.0,2008,11,2,4,554.0,5,0.0,2085.0,325,475000
5,2038.0,338.0,5,1.0,1920,4,1,0,0.0,4,0.0,0.0,0,67000
8,3743.0,789.0,7,3.0,2007,9,3,4,300.0,5,1.0,1288.0,298,325624
7,2818.0,576.0,7,3.0,2002,8,2,4,0.0,5,0.0,1392.0,289,245000
5,2228.0,576.0,6,3.0,2004,7,1,0,0.0,5,0.0,646.0,102,159000
5,2146.0,515.0,6,3.0,1965,7,2,0,168.0,3,0.0,836.0,0,156000
10,5496.0,672.0,8,3.0,2008,12,3,4,200.0,5,1.0,1767.0,242,555000
6,2464.0,516.0,6,2.0,1984,8,1,0,0.0,3,0.0,660.0,0,162500
6,2784.0,920.0,8,4.0,1993,10,1,0,0.0,4,0.0,261.0,288,224500
6,2976.0,738.0,6,3.0,1950,7,2,3,44.0,4,0.0,0.0,180,133000
7,2292.0,393.0,7,3.0,2003,8,3,4,0.0,5,0.0,0.0,75,180000
5,1690.0,264.0,6,1.0,1982,7,1,0,0.0,4,0.0,638.0,0,134500
10,4355.0,641.0,8,4.0,2006,12,3,4,1031.0,5,0.0,0.0,229,438780
6,2530.0,296.0,6,2.0,1962,11,2,4,305.0,4,0.0,371.0,174,165000
5,1784.0,288.0,6,1.0,1967,7,2,0,60.0,3,0.0,432.0,0,100000
7,2658.0,441.0,6,2.0,1960,7,1,4,128.0,4,0.0,544.0,203,176000
5,3542.0,454.0,6,3.0,1955,8,1,4,0.0,3,0.0,306.0,730,170000
7,2928.0,660.0,7,2.0,2007,8,3,3,130.0,5,0.0,0.0,163,174000
6,2004.0,384.0,6,3.0,1925,7,1,4,0.0,3,0.0,121.0,0,127000
7,2482.0,450.0,6,3.0,1999,8,3,3,0.0,5,0.0,0.0,103,185900
5,1076.0,273.0,6,1.0,1938,6,1,0,0.0,4,0.0,0.0,244,91300
6,3382.0,544.0,7,3.0,2003,10,2,0,120.0,5,0.0,340.0,215,200000
6,2886.0,315.0,6,2.0,1949,8,1,4,320.0,5,0.0,196.0,0,143000
5,2972.0,451.0,8,3.0,1958,7,1,4,0.0,5,0.0,57.0,0,172500
4,2176.0,520.0,7,1.0,1963,7,1,0,20.0,3,0.0,132.0,0,110000
4,2402.0,768.0,6,2.0,1957,7,2,4,160.0,3,0.0,775.0,84,140000
6,2628.0,440.0,7,2.0,2006,8,2,4,0.0,4,0.0,24.0,22,176432
6,2572.0,496.0,6,3.0,1991,8,2,0,88.0,4,0.0,1200.0,163,179200
7,2548.0,508.0,7,3.0,2005,8,2,0,80.0,5,0.0,925.0,362,203000
7,3378.0,954.0,7,2.0,2007,10,2,0,0.0,5,0.0,0.0,56,248328
9,3282.0,885.0,8,3.0,2008,12,3,0,406.0,5,0.0,1115.0,95,316500
7,1649.0,249.0,6,1.0,1948,7,1,4,0.0,3,0.0,0.0,135,125600
5,1968.0,308.0,6,2.0,1959,7,1,0,164.0,4,0.0,200.0,0,110000
4,1920.0,308.0,6,1.0,1920,7,1,0,0.0,4,0.0,250.0,168,108500
5,1584.0,504.0,5,1.0,1952,9,1,0,0.0,3,0.0,0.0,0,55993
5,2660.0,240.0,7,1.0,1948,7,1,4,0.0,5,0.0,780.0,226,129000
6,2249.0,551.0,6,3.0,1987,9,1,3,72.0,4,0.0,980.0,125,176000
6,2760.0,364.0,6,2.0,1963,7,1,0,295.0,2,0.0,384.0,216,154000
6,2512.0,578.0,8,2.0,1986,11,1,2,228.0,5,0.0,920.0,282,180000
5,2284.0,528.0,6,3.0,1976,8,3,1,0.0,3,0.0,874.0,626,134000
6,3360.0,576.0,6,3.0,1950,10,1,4,0.0,3,0.0,477.0,68,243000
8,3245.0,808.0,7,3.0,2002,10,3,4,236.0,5,0.0,1300.0,252,270000
6,2164.0,484.0,7,2.0,1983,7,1,0,0.0,3,0.0,336.0,278,134000
7,3993.0,656.0,7,4.0,1993,11,2,3,256.0,5,0.0,987.0,544,260000
7,2229.0,484.0,7,3.0,2006,8,2,4,0.0,4,0.0,0.0,130,168675
6,2086.0,398.0,6,3.0,1994,8,3,3,32.0,4,0.0,186.0,320,160000
5,1764.0,0.0,6,1.0,1890,6,0,0,0.0,4,0.0,0.0,195,95000
6,2126.0,440.0,7,3.0,2005,10,3,4,0.0,5,0.0,0.0,64,173000
7,2594.0,572.0,7,3.0,2006,9,2,4,0.0,5,0.0,0.0,337,187750
7,2884.0,542.0,7,3.0,1986,8,3,3,123.0,4,0.0,0.0,427,215000
5,2146.0,270.0,6,1.0,1967,8,2,0,340.0,4,0.0,221.0,90,120000
7,3000.0,672.0,7,3.0,2005,11,2,4,143.0,5,0.0,778.0,227,249000
7,2668.0,477.0,6,3.0,1967,7,2,0,264.0,4,0.0,553.0,319,164500
7,1295.0,312.0,7,2.0,1986,0,2,0,0.0,4,0.0,0.0,0,230000
7,2016.0,456.0,6,3.0,1929,7,1,4,0.0,4,0.0,336.0,70,140000
5,1464.0,240.0,7,2.0,1952,8,1,0,0.0,3,0.0,630.0,68,118900
8,2936.0,904.0,7,2.0,2008,10,2,4,0.0,5,0.0,0.0,334,239900
6,2138.0,440.0,6,3.0,1975,8,2,1,0.0,4,0.0,727.0,280,146300
5,2080.0,499.0,6,1.0,1975,8,1,0,0.0,4,0.0,769.0,100,124000
5,1924.0,308.0,6,2.0,1963,10,1,0,0.0,3,0.0,925.0,216,130000
7,2698.0,539.0,6,2.0,2000,8,1,0,108.0,5,0.0,0.0,175,179000
7,2866.0,500.0,6,2.0,1990,8,2,0,0.0,5,0.0,0.0,542,180500
4,1494.0,220.0,7,1.0,1945,7,1,0,0.0,3,0.0,0.0,0,80000
8,3151.0,840.0,7,2.0,2008,8,3,4,194.0,5,0.0,0.0,36,287090
5,882.0,308.0,6,1.0,1956,0,1,0,0.0,4,0.0,0.0,45,97000
7,2879.0,398.0,7,3.0,2002,10,3,3,40.0,5,0.0,1038.0,160,246990
6,2430.0,480.0,6,2.0,1964,9,1,3,138.0,2,0.0,550.0,354,154204
7,2624.0,495.0,6,2.0,1958,7,2,4,125.0,5,0.0,637.0,448,186000
5,1932.0,264.0,6,3.0,1972,7,1,0,356.0,3,0.0,350.0,0,111750
9,5542.0,958.0,8,4.0,2003,12,3,4,1095.0,5,1.0,1373.0,370,500000
7,1984.0,484.0,7,3.0,2007,8,3,4,0.0,5,0.0,0.0,124,177439
9,3288.0,836.0,8,4.0,2008,11,3,4,154.0,5,1.0,936.0,102,335000
7,2767.0,483.0,6,3.0,1976,7,2,4,660.0,3,0.0,403.0,69,205000
8,2633.0,484.0,7,2.0,1990,11,2,3,0.0,4,0.0,926.0,204,212000
8,3240.0,525.0,7,4.0,2004,12,3,4,186.0,5,0.0,1373.0,336,246000
7,2520.0,598.0,7,3.0,1983,9,1,0,174.0,3,0.0,747.0,152,181900
5,2242.0,484.0,6,2.0,1929,7,1,0,0.0,3,0.0,234.0,0,130000
5,1696.0,360.0,7,2.0,1910,5,1,0,0.0,5,0.0,0.0,382,132000
7,2737.0,499.0,8,4.0,1994,9,2,3,0.0,5,0.0,497.0,295,220000
8,3541.0,522.0,7,2.0,2001,10,2,3,0.0,5,0.0,0.0,353,236500
8,2767.0,552.0,7,4.0,2009,8,3,0,110.0,5,0.0,544.0,150,263435
6,3241.0,400.0,6,2.0,1938,7,1,4,0.0,3,0.0,0.0,34,141000
